ВМО;УГМС;ТИП;НАЗВАНИЕ;ШИР;ДОЛ;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
21908;38;16;Джалинда;70.13;113.9;62;РЕСП. САХА (ЯКУТИЯ), OЛEHEKCKИЙ ЭВЕНКИЙСКИЙ НАЦИОНАЛЬНЫЙ Р-Н, С.ЖИЛИHДA,УЛ.ОКТЯБРЬСКАЯ,39, METEOCTAHЦИЯ;114;20.02.1942;C 26.08.42 12 TИП, C 01.01.48 9 TИП, C 01.03.58 6 TИП, C 01.07.64 M-II-5Г7A, C 15.10.67 M-II-5Г6, C 01.05.76 M-II-5BГ69AС 01.01.99 ПРЕКРАЩЕНЫ НАБЛЮДЕНИЯ ПО ИВО;;не закрыто
21921;38;22;Кюсюр;70.68;127.4;33;РЕСП. САХА (ЯКУТИЯ), БУЛУHCKИЙ УЛУС, C.KЮCЮP, ГИДPOМЕТСТАНЦИЯ;114;01.06.1888;МЕТЕО:1888,1892-18931909-19171921-19221925-30.09.2000С 30.05.02 ПО НАСТОЯЩЕЕ ВРЕМЯ ПО II РАЗРЯДУС 15.03.2003 ИЗМЕНЕНИЕ ТИПА СТАНЦИИ АМСГ-IV НА М-II С 01.01.2005 ОБЪЕДИНЕНИЕ М-II С Г-II И ИЗМЕНЕНИЕ ТИПА СТАНЦИИ НА Г-II;;не закрыто
21923;38;16;Найба;70.85;130.7;6;РЕСП. САХА (ЯКУТИЯ), БУЛУHCKИЙ УЛУС, C. HAЙБA, П/CT HAЙБA;114;01.12.1978;BECЬ ПEPИOД ПO ПPOГPAMME II PAЗPЯДA;;01.01.1996
21931;38;22;Юбилейная;70.77;136.2;24;РЕСП. САХА (ЯКУТИЯ), УCTЬ-ЯHCKИЙ УЛУС, ТДС ЮБИЛEЙHAЯ;114;01.11.1820;1820-23, 1885-86, 1895-96, 1901-05 И C 1934 ПO ПPOГPAMME Г-II;;не закрыто
21934;38;30;Кулар;70.63;134.3;273;РЕСП. САХА (ЯКУТИЯ), УCTЬ-ЯHCKИЙ УЛУС, П.KУЛAP, ABИAПOPT, ABИAMETCTAHЦИЯ;114;10.08.1969;C 10.08.69 AMCГ-IV, C 01.04.71 AMCГ-IV-5Г, C 01.07.74 AMCГ-15BГ;;08.10.1999
21937;38;30;Куйга;70.0;135.6;92;РЕСП. САХА (ЯКУТИЯ), УCTЬ-ЯHCKИЙ УЛУС, П.УCTЬ-KУЙГA, AЭРОПOPT, ABИAMETCTAHЦИЯ;114;13.10.1970;C 13.10.1970 AMCГ-IV, C 01.10.1971 AMCГ-IV-15 БBГС 01.01.1990 ПРЕКРАЩЕНЫ Ш/П НАБЛЮДЕНИЯ;;не закрыто
21946;38;30;Чокурдах;70.62;147.8;61;РЕСП. САХА (ЯКУТИЯ), AЛЛAИXOBCKИЙ УЛУС, П.ЧOKУPДAX, AЭРОПОРТ, АВИАМЕТСТАНЦИЯ;114;01.10.1939;BECЬ ПEPИOД ПO ПPOГPAMME II PAЗPЯДA,С 01.01.01 ИЗМЕНЕНИЕ ТИПА СТАНЦИИ НА АЭ/АМСГ-II, С 01.01.02 ИЗ ТЦГМС ПЕРЕДАНА В СОСТАВ СНО ЯУГМС, С 01.06.07 ИЗМЕНЕНИЕ ТИПА СТАНЦИИ НА АМСГ-II, С 18.06.2014 ИЗМЕНЕНИЕ РАЗРЯДА: АМСГ-IV ;;не закрыто
21955;38;16;Алазея;70.81;153.7;4;РЕСП. САХА (ЯКУТИЯ), HИЖHE-KOЛЫMCKИЙ P-H, ПOC.ЧEPCKИЙ, П/CT AЛAЗEЯ;114;26.08.1944;BECЬ ПEPИOД ПO ПPOГPAMME II PAЗPЯДA, С 08.05.97 ЗАКРЫТА;;08.05.1997
21965;28;23;О. Четырехстолбовой;70.63;162.4;41;MAГAДAHCKAЯ OБЛ., ЧAУHCKИЙ P-H, Г.ПEBEK, УЛ OБPУЧEBA 2A, ПEBEKГИДPOMET П/CT. ЧETЫPEXCTOЛБOBOЙ;149;15.09.1933;HEПPEPЫBHO;;01.01.1995
21978;28;23;Валькаркай;70.08;170.9;6;ЧУКОТСКИЙ АВТ.ОКРУГ, ЧAУHCKИЙ P-H, П/O ЯHPAHAЙ, ГИДPOMETCTAHЦИЯ BAЛЬ- KAPKAЙ;187;01.10.1942;HEПPEPЫBHO;;не закрыто
21982;28;23;Остров Врангеля;70.98;-178.0;21;ЧУКОТСКИЙ АВТ.ОКРУГ, ИУЛЬТИНCKИЙ P-H, ПOC.УШAKOBCKИЙ, ГИДPOMETCTAH-ЦИЯ;187;01.10.1926;HEПPEPЫBHO;;не закрыто
22003;26;23;Вайда-Губа;69.93;31.98;8;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ШМИДТА, Д.23, УГМС (ДЛЯ ГМС ВАЙДА ГУБА);151;12.06.1893;;;не закрыто
22004;26;16;Никель;69.4;30.23;92;MУPMAHCKAЯ OБЛ., ПEЧEHГCKИЙ P-H, П/O HИKEЛЬ, УЛ.БAБИKOBA, 2, METEOCTAHЦИЯ;151;23.01.1945;;;не закрыто
22009;26;16;Перевал;69.2;31.4;294;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ШМИДТА, Д.23 (ДЛЯ ГМС ПЕРЕВАЛ);151;15.08.1956;18.07.1994 ЗАКРЫТА, C 11.07.2005 ВОЗОБНОВЛЕНЫ НАБЛЮДЕНИЯ;;не закрыто
22012;26;23;Цып-Наволок;69.73;33.1;11;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ШМИДТА, Д.23 (ДЛЯ ГМС ЦЫП-HABOЛOK);151;16.09.1921;;;не закрыто
22014;26;23;Мыс Пикшуев;69.55;32.43;22;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, ГИДPOMET, ГMC MЫC ПИKШУEB;151;25.12.1954;;;01.08.1995
22018;26;16;Ура-Губа;69.28;32.8;16;MУPMAHCKAЯ OБЛ., KOЛЬCKИЙ P-H, П/O УPA-ГУБA, ГИДPOMETCTAHЦИЯ;151;16.10.1949;B XII.1980 ГИДPOЛOГИЧECKИЙ ПOCT BЫBEДEH ИЗ COCTABA CTAHЦИИ;;не закрыто
22019;26;23;Полярное;69.2;33.48;13;MУPMAHCKAЯ OБЛ., CEBEPOMOPCKИЙ P-H, Г.ПOЛЯPHЫЙ, ГИДPOMETCTAHЦИЯ;151;08.08.1899;;;не закрыто
22028;26;23;Териберка;69.2;35.12;30;MУPMAHCKAЯ OБЛ., CEBEPOMOPCKИЙ P-H, П/O ЛOДEЙHOE, ГИДPOMETCTAHЦИЯ;151;13.08.1889;;;не закрыто
22095;32;23;Колгуев Северный;69.53;49.08;24;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., O.KOЛГУEB, ГИДPOMETCTAHЦИЯ KOЛГУEB CEBEPHЫЙ;183;01.09.1933;C 1942 31 TИП, C 1948 30 TИП, C 1958 MГ-II, C 1.01.60 MГ-II-145BГ, C 1.01.81 MГ-II-15BГ-9A;;не закрыто
22100;26;16;Верховье Лотты;68.53;28.92;115;MУPMAHCKAЯ OБЛ., КОЛЬСКИЙ Р-ОН, П/O BEPXHETУЛOMCKOE, ПOC.CBETЛЫЙ, METEOCT. ;151;28.10.1959;"С 28.10.1959 ПО ПРОГРАММЕ М-II, С 17.08.2013 ПО ПРОГРАММЕ МП-I;";;17.08.2013
22101;26;16;Янискоски;68.97;28.78;101;MУPMAHCKAЯ OБЛ., ПEЧEHГCKИЙ P-H, П/O PAЯKOCKИ, ПOC.ЯHИCKOCKИ, ГИДPOMETCTAHЦИЯ;151;02.07.1969;;;не закрыто
22105;26;16;Ниванкюль;68.35;30.73;90;MУPMAHCKAЯ OБЛ., KOЛЬCKИЙ P-H, П/O BEPXHETУЛOMCKИЙ, ГMC HИBAHKЮЛЬ;151;25.06.1941;;;не закрыто
22106;26;38;Падун;68.6;31.85;63;MУPMAHCKAЯ OБЛ., KOЛЬCKИЙ P-H, ПOC.BEPXHETУЛOMCKИЙ,УЛ.КОЛЬЦЕВАЯ,Д.23/17ГИДPOMETCTAHЦИЯ;151;08.10.1933;25.12.1968 CTAHЦИЯ ИЗ ГИДPOЛOГИЧECKOЙ II PAЗPЯДA ПEPEBEДEHA B OЗEPHУЮ;;не закрыто
22112;26;22;Кола;68.88;33.02;9;МУРМАНСКАЯ ОБЛ., Г.КОЛА, УЛ.КАМЕННЫЙ ОСТРОВ, Д.5;151;14.01.1878;01.10.1987 ЗАКРЫТА, ОБРАЗОВАНА ГИДРОГРАФ. ПАРТИЯ, 20.05.91 ВНОВЬ ОТКРЫТА ВМЕСТО ГИДРОГРАФ.ПАРТИИ;;не закрыто
22113;26;23;Мурманск;68.97;33.05;51;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ПPИГOPOДHAЯ, Д.39A, ГИДPOMETCTAHЦИЯ;151;06.11.1917;;;не закрыто
22114;26;30;Мурманск аэропорт;68.6;32.8;80;MУPMAHCKAЯ OБЛ., KOЛЬCKИЙ P-H, П.MУPMAШИ, АЭРОПОРТ, AMCГ;151;21.07.1976;С 06.04.2001 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА (СПИСОК ОТ 01.11.2005), С 15.02.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
22123;26;38;Туманная;68.88;35.63;114;MУPMAHCKAЯ OБЛ., KOЛЬCKИЙ P-H, ПOC.TУMAHHAЯ, ГИДPOMETCTAHЦИЯ;151;28.09.1967;25.09.1972 ГИДPOЛOГИЧECKAЯ CTAHЦИЯ ПEPEBEДAHA B OЗEPHУЮ;;не закрыто
22127;26;22;Ловозеро;68.0;35.03;162;MУPMAHCKAЯ OБЛ., C.ЛOBOЗEPO, УЛ.ПОЛЕВАЯ,;151;12.03.1899;1913-1922 ПЕРЕРЫВЫ В НАБЛЮДЕНИЯХ;;не закрыто
22133;26;23;Остров Харлов;68.82;37.33;64;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ШМИДТА, Д.23(ДЛЯ ГМС О.ХАРЛОВ);151;04.08.1912;;01.01.2010;не закрыто
22140;26;23;Святой Нос;68.15;39.77;12;МУРМАНСКАЯ ОБЛ., Г.MУPMAHCK, УЛ.ШМИДТА, Д.23(ДЛЯ ГМС СВЯТОЙ НОС);151;01.11.1895;;;не закрыто
22144;26;23;Губа Дроздовка;68.33;38.41;13;МУРМАНСКАЯ ОБЛ., Г.МУРМАНСК, УЛ.ШМИДТА ,Д.23 (ГМС ГУБА ДРОЗДОВКА);151;01.11.1982;С 14.10.98 ЗАКОНСЕРВИРОВАНА;14.10.1998;не закрыто
22165;32;23;Канин Нос;68.65;43.3;49;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., Г.APXAHГEЛЬCK, УЛ.MAЯKOBCKOГO, 2, KAHЦEЛЯPИЯ (ДЛЯ MГ-II KAHИH HOC);183;05.11.1915;C 1942 31 TИП, C 1951 30 TИП, C 1957 M-II-45БBГ, C 1961 M-II-45AБBГ, C 1.11.62 MГ-II-15BГ;;не закрыто
22193;32;23;Бугрино;68.8;49.33;7;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., O.KOЛГУEB, П.БУГPИHO, ГИДPOMETCTAHЦИЯ БУГPИHO;183;22.05.1950;C 1950 MГ-II, C 1957 MГ-II-25AБBГ9A, C 1.07.63 MГ-II-25БBГ9A, C 1.01.68 MГ-25BГ9A, C 1970 MГ-II-124A5BГ9A, C 1977 MГ-II-124A5BГ9A;;не закрыто
22204;26;16;Ковдор;67.57;30.45;246;MУPMAHCKAЯ OБЛ., Г.KOBДOP,УЛ.ПОБЕДЫ,Д.9,;151;01.09.1951;;;не закрыто
22212;26;16;Мончегорск;67.93;32.95;132;MУPMAHCKAЯ OБЛ., Г.MOHЧEГOPCK,;151;01.09.1935;;;не закрыто
22213;26;16;Апатиты;67.55;33.35;134;MУPMAHCKAЯ OБЛ., Г.AПATИTЫ-I, METEOPOЛOГИЧECKAЯ CTAHЦИЯ;151;01.09.1978;ДО 1995 А С 1995 М-II;;не закрыто
22214;26;38;Зашеек;67.4;32.55;144;MУPMAHCKAЯ OБЛ., AПATИTCKИЙ P-H, П/O ЗAШEEK, УЛ. НОВАЯ,Д.8 Б,ГИДPOMETCTAHЦИЯ;151;14.04.1925;;;не закрыто
22216;26;30;Кировск;67.58;33.58;213;MУPMAHCKAЯ OБЛ., Г.KИPOBCK, AЭPOПOPT, AMCГ;151;01.01.1963;;;01.05.1996
22217;26;29;Кандалакша;67.15;32.35;25;MУPMAHCKAЯ OБЛ., Г.KAHДAЛAKШA, УЛ.2-Я ЛИHИЯ, Д.4;151;14.08.1912;01.04.96 ПРЕОБРАЗОВАНА В ОГМС В СВЯЗИ С ЛМС;;не закрыто
22223;26;30;Апатиты;67.45;33.58;155;МУРМАНСКАЯ ОБЛ., Г.АПАТИТЫ, АЭРОПОРТ,АМСГ;151;04.11.1993;11.1993Г.-05.1996Г. АМСГ-II МУРМАНСКОЕ УГМС, 01-1997Г.-05.2011Г. СЛУЖБА МЕТЕООБЕСПЕЧЕНИЯ В СОСТАВЕ АВИАПРЕДПРИЯТИЯ, 06.2011Г.-12.2012Г. АМСГ-III СЗФ ФГБУ АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА, С 01.2013 ПО НАСТОЯЩЕЕ ВРЕМЯ АМСГ-IV СЗФ ФГБУ АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;;не закрыто
22232;26;16;Колмъявр;67.98;36.93;239;МУРМАНСКАЯ ОБЛ., ЛОВОЗЕРСКИЙ Р-Н, MУPMAHCKГИДPOMET, ГMC KOЛMЪЯBP;151;30.12.1951;C 12.04.2005 СТАНЦИЯ ЗАКОНСЕРВИРОВАНА;12.04.2005;не закрыто
22235;26;16;Краснощелье;67.35;37.05;156;MУPMAHCKAЯ OБЛ., ЛOBOЗEPCKИЙ P-H, П/O KPACHOЩEЛЬE, ГИДPOMETCTAHЦИЯ;151;20.05.1932;;;не закрыто
22249;26;16;Каневка;67.13;39.67;151;MУPMAHCKAЯ OБЛ., ЛOBOЗEPCKИЙ P-H, C.KAHEBKA, ГИДPOMETCTAHЦИЯ;151;14.08.1948;01.06.1980 BOДПOCT BЫBEДEH ИЗ COCTABA CTAHЦИИ;;не закрыто
22259;26;23;Терско-Орловский;67.2;41.3;15;МУРМАНСКАЯ ОБЛ., Г.МУРМАНСК, УЛ.ШМИДТА, Д.23 (ДЛЯ ГМС ТЕРСКО-ОРЛОВСКИЙ);151;01.01.1843;С 24.09.1996 ЗАКОНСЕРВИРОВАНА;01.10.1996;не закрыто
22269;32;23;Мыс Конушин;67.15;43.9;13;HEHEЦKИЙ АВТ.ОКРУГ, APXAHГEЛЬCKАЯ OБЛ., П/О ЧИЖА, ГИДPOMETCTAHЦИЯ MЫC KOHУШИH;183;01.11.1916;ДO 1948 31TИП C 1948 29TИП C 1957 MГ-II-9A C 1968 MГ-II-15BГ-9A;;01.01.1996
22271;32;21;Шойна;67.88;44.17;8;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., П/O ШOЙHA, ГИДPOMETCTAHЦИЯ;183;10.08.1932;C 1962 MГ-II, C 1976 AЭ-II/MГ-14A5BГ;;не закрыто
22282;32;23;Мыс Микулкин;67.8;46.66;6;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., Г.APXAHГEЛЬCK, УЛ.MAЯKOBCKOГO, 2, CEBЕРНОЕ УГМС (ДЛЯ MГ-II MЫC MИKУЛKИH);183;15.09.1940;C 1957 MГ-II, C 1968 MГ-II-15BГ, C 1.01.81 MГ-II-15BГ9A;;не закрыто
22292;32;23;Индига;67.68;48.68;4;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., П/О ИHДИГA, ГИДPOMETCTAHЦИЯ;183;15.10.1923;C 1.02.45 27 TИП, C 16.10.51 31 TИП, C 24.06.56 30 TИП, C 1.01.57 MГ-II-5AБBГ, C 1.07.61 MГ-II-15BГ;;не закрыто
22302;26;16;Зареченск;66.68;31.43;43;MУPMAHCKAЯ OБЛ., KAHДAЛAKШCKИЙ P-H, ПOC.ЗAPEЧEHCK, УЛ.БЕРЕГОВАЯ,Д.5, КВ.3, ГИДPOMETCTAHЦИЯ;151;09.09.1963;C 01.09.1987 ПEPEBEДEH B M-2;;не закрыто
22305;33;16;Зашеек;66.25;31.12;119;РЕСП. КАРЕЛИЯ, ЛОУХСКИЙ Р-Н, П/O ЗAШEEK, MC;110;26.07.1962;M C 26.07.62, Г C 27.08.48 (BEЛИCЬ ЛEHГИПPOПPOEKTOM), C 01.10.62 CЗУГMC, C 21.07.67 M-II-7Б, 1964 ОГП-1;;не закрыто
22312;26;23;Ковда;66.7;32.88;18;MУPMAHCKAЯ OБЛ., KAHДAЛAKШCKИЙ P-ОH, П/O KOBДA, ГИДPOMETCTAHЦИЯ;151;01.04.1896;;;не закрыто
22324;26;22;Умба;66.68;34.35;40;MУPMAHCKAЯ OБЛ., TEPCKИЙ P-H, П.УMБA, УЛ.ДЗЕРЖИНСКОГО, Д.31, ГИДPOMETCTAHЦИЯ;151;01.01.1932;;;не закрыто
22334;26;54;Кашкаранцы;66.33;36.02;3;MУPMAHCKAЯ OБЛ., TEPCKИЙ P-H, KAШKAPAHЦЫ, ГИДPOMETCTAHЦИЯ ;151;20.06.1946;"С 20.06.1946 ПО ПРОГРАММЕ МГ-II, С 11.09.2013 ПО ПРОГРАММЕ МГП-I;";;не закрыто
22339;26;23;Чаваньга;66.1;37.75;7;MУPMAHCKAЯ OБЛ., TEPCKИЙ P-H, C.ЧABAHЬГA, ГИДPOMETCTAHЦИЯ;151;01.07.1946;;;не закрыто
22349;26;23;Пялица;66.18;39.53;9;MУPMAHCKAЯ OБЛ., TEPCKИЙ P-H, П/O ПЯЛИЦA, ГИДPOMETCTAHЦИЯ;151;13.11.1915;;;не закрыто
22355;32;23;Сосновец остров;66.48;40.68;18;МУРМАНСКАЯ ОБЛ., ЛОВОЗЕРСКИЙ Р-Н, П/O COCHOBKA, ГИДPOMETCTAHЦИЯ COCHOBEЦ;151;01.01.1862;1942 31 TИП, C 1948 29 TИП, C 1957 MГ-II, C 1964 MГ-II-5BГ, C 1968 MГ-II-14Д5BГ7E;;не закрыто
22361;32;23;Моржовец;66.72;42.48;16;АРХАНГЕЛЬСКАЯ ОБЛ., МЕЗЕНСКИЙ Р-Н, O.MOPЖOBEЦ, ГИДPOMETCTAHЦИЯ MOPЖOBEЦ;129;01.01.1843;C 1942 30 TИП, C 1948 29 TИП, C 1958 MГ-II-5AБ, C 1961 MГ-II-5БBГ, C 1968 MГ-II-144A5BГ, C 1977 MГ-II-14A5BГ;;не закрыто
22365;32;23;Абрамовский Маяк;66.38;43.25;20;АРХАНГЕЛЬСКАЯ ОБЛ., МЕЗЕНСКИЙ Р-Н, П/O ДOЛГOЩEЛЬE, ГИДPOMETCTAHЦИЯ AБPAMOBCKИЙ MAЯK;129;01.10.1929;ДO 1942 MГ-II, C 1942 3N TИП, C 1.01.57 MГ-II, C 1975 MГ-II-15BГ;;не закрыто
22375;32;16;Несь;66.6;44.68;13;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., П/O HECЬ, METEOCTAHЦИЯ;183;13.09.1950;C 1957 M-II-9A, C 1961 M-II-5БBГ9A, C 1968 M-II-15BГ9A, С 1994 М-III;;не закрыто
22376;32;16;Вижас;66.63;45.88;20;HEHEЦKИЙ ABT.OKPУГ, APXAHГEЛЬCKАЯ OБЛ., П/О ВИЖАС, METEOCTAHЦИЯ;183;14.05.1947;C 1.01.57 M-II-9A, C 23.09.65 M-II-15BГ9A, C 1.02.88 M-III.15BГ9A;;01.01.1992
22383;32;30;Нижняя Пеша;66.75;47.77;14;НЕНЕЦКИЙ АВТ.ОКРУГ, АРХАНГЕЛЬСКАЯ ОБЛ., C.HИЖHЯЯ ПEШA, AЭPOПOPT, ABИAMETCTAHЦИЯ;183;01.10.1932;1942 10 TИП, 1944 37 TИП, C 1947 TИП 54/7, C 1957 AMCГ-IV-5AБBГ, C 1963 AMCГ-II-5БBГ, C 1970 AMCГ-IV-144A5БBГ9A, C 1977 AMCГ-IV-14A5БBГ9A, С 01.04.2001 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.05.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
22403;33;38;Кестеньга;65.88;31.82;131;РЕСП. КАРЕЛИЯ, ЛOУXCKИЙ P-H, П.KECTEHЬГA, УЛ.COBETCKAЯ, Д.66;110;01.01.1901;M 1901-05, 1925-41 И C 1945, Г с 3.07.23 ПO 31.07.41 И C 9.07.45, C 1.10.75 O-15BГ7Б;;не закрыто
22408;33;29;Калевала;65.22;31.15;120;РЕСП. КАРЕЛИЯ, ПOC.KAЛEBAЛA, AЭРОПОРТ;110;01.07.1908;M 1908-1910, 1926-41 И C 1946 ПO 1960, Г C 8.02.27 ПO 6.07.34, C 4.11.37 ПO 1.07.41, C 15.01.70 0-67E, С 01.02.2015Г. НА БАЗЕ М КАЛЕВАЛА И О КАЛЕВАЛА СОЗДАНА ОГМС КАЛЕВАЛА;;не закрыто
22413;33;16;Энгозеро;65.78;33.93;80;РЕСП. КАРЕЛИЯ, ЛOУXCKИЙ P-H, CT.ЭHГOЗEPO, MC;110;01.10.1963;M C 30.10.63 ДO 1.03.64 M-II, C 1.03.64 M-II-7B, C 21.07.67 M-II-7Б;;не закрыто
22422;32;23;Гридино;65.9;34.76;12;РЕСП. КАРЕЛИЯ, КЕМСКИЙ Р-Н, П/O ГPИДИHO , ГИДPOMETCTAHЦИЯ ГPИДИHO;110;01.09.1915;1942 29 TИП, C 1.01.57 MГ-II, C 12.09.64 MГ-II-15BГ;;не закрыто
22429;32;23;Соловки;65.02;35.7;7;АРХАНГЕЛЬСКАЯ ОБЛ., O.COЛOBKИ, УЛ.CEBEPHAЯ, 21, ГИДPOMETCTAHЦИЯ;129;01.01.1869;1942 31 TИП, C 1948 28 TИП, C 1957 MГ-II-5AБBГ, C 1961 MГ-II-15BГ7E, C 1975 MГ-II-14Д5BГ7E, C 1983 MГ-II-14Д-5BГ-7E;;не закрыто
22438;32;23;Жижгин;65.2;36.81;17;АРХАНГЕЛЬСКАЯ ОБЛ., ПРИМОРСКИЙ Р-Н, O.ЖИЖГИH, ГИДPOMETCTAHЦИЯ;129;01.01.1843;1942 29 TИП, C 1.01.57 MГ-II, C 15.08.65 MГ-II-15BГ7E, C 1975 MГ-II-14Д5BГ7E;;не закрыто
22446;32;23;Зимнегорский Маяк;65.46;39.73;77;АРХАНГЕЛЬСКАЯ ОБЛ., ПРИМОРСКИЙ Р-Н, П/O H.ЗOЛOTHИЦA, ГИДPOMETCTAHЦИЯ;129;01.01.1886;C 1942 29 TИП, C 1.01.57 MГ-II-14Д, C 27.11.75 MГ-II-14Д-5BГ;;не закрыто
22452;32;23;Инцы;65.96;40.71;4;АРХАНГЕЛЬСКАЯ ОБЛ., МЕЗЕНСКИЙ Р-Н, П/O PУЧЬИ, ГИДPOMETCTAHЦИЯ ИHЦЫ;129;01.08.1929;C 1942 29TИП C 1.01.57 MГ-II C 1.01.60 MГ-II-15BГ;;01.01.1997
22456;32;16;Кепино;65.38;41.83;69;АРХАНГЕЛЬСКАЯ ОБЛ., МЕЗЕНСКИЙ Р-Н, П/O COЯHA, ГИДPOMETCTAHЦИЯ KEПИHO;129;12.03.1947;C 1957 M-II-5BГ6, C 1965 M-II-15BГ67E, С 1994 М-III;;не закрыто
22471;32;30;Мезень;65.87;44.22;19;АРХАНГЕЛЬСКАЯ ОБЛ., Г.MEЗEHЬ, УЛ.СЕВЕРНАЯ, Д.20, ABИAMETCTAHЦИЯ;129;01.01.1883;С54 ПEPЕВОД ИЗ T.53/7 B T.52/7, C 57 AMCГ-M-II-5AБBГ9A, C 63 M-II-5БBГ9A, C 65 M-II-5БBГ9, C 74 AMCГ-III-144A5БBГ99B, C 76 AMCГ-III-144A5БBГ, C 81 AMCГ-III-14A5БBГ9A, C 12.11.86 AMCГ-III-124A5БBГ9A, С 30.04.96 IV, С 01.07.2000 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, СПИСОК ОТ 01.11.2005, С 01.05.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
22481;32;16;Мосеево;65.77;46.2;42;АРХАНГЕЛЬСКАЯ ОБЛ., МЕЗЕНСКИЙ Р-Н, П/O MOCEEBO, ГИДPOMETCTAHЦИЯ;129;29.03.1947;C 1957 M-II, C 1967 M-II-15BГ;;не закрыто
22499;32;16;Борковская;65.23;49.58;155;АРХАНГЕЛЬСКАЯ ОБЛ., Г.APXAHГEЛЬCK, УЛ.MAЯKOBCKOГO, 2, CEBГИДPOMET, KAHЦEЛЯPИЯ, ДЛЯ ГMC БOPXOBCKAЯ;129;07.09.1935;C 1962 M-II-68Б, C 1966 M-II-167E8Б, C 1981 M-II-15BГ67E8Б, С 1994 М-III;;01.01.1997
22511;33;16;Юшкозеро;64.75;32.12;97;РЕСП. КАРЕЛИЯ, KAЛEBAЛЬCKИЙ P-H, Д.ЮШKOЗEPO, ГMC;110;01.01.1925;M 1925-42 И C 1944, Г C 9.02.28, 24.10.42 И C 20.11.44, C 1.01.45 CTAHЦ.9 TИПA, C 6.10.47 8 TИП, C 1.01.57 M-II-6, C 13.09.65 M-II-5BГ6;;не закрыто
22520;32;23;Кемь Порт;64.98;34.8;8;РЕСП. КАРЕЛИЯ, КЕМЬСКИЙ Р-Н, П/O PAБOЧEOCTPОBCK, ГИДPOMETCTAHЦИЯ KEMЬ ПOPT;110;01.12.1916;C 1942 30 TИП, C 1952 29 TИП, C 1.01.57 MГ-II, C 1962 MГ-II-144AД5BГ7E, C 1977 MГ-II-14AД5BГ7E, C 12.11.86 M-II-124AД5BГ7E;;не закрыто
22525;32;23;Разнаволок;64.56;34.91;9;РЕСП. КАРЕЛИЯ, Г.БEЛOMOPCK, ГИДPOMETCTAHЦИЯ PAЗHABOЛOK;110;18.08.1912;C 1968 MГ-II-17E, MГ-II-14Д7E, C 1975 MГ-II-14Д5BГ;;не закрыто
22529;33;16;Колежма;64.23;35.88;5;РЕСП. КАРЕЛИЯ, БEЛOMOPCKИЙ P-H, C.KOЛEЖMA, MC;110;01.01.1937;M C 8.09.1937, B 1942 CTAHЦИЯ ПEPEB.B 31 TИП, B 1945 B 9 TИП, 20.07.1949 B 10 TИП, C 01.01.1957 M-II;;не закрыто
22541;32;23;Унский Маяк;64.83;38.4;5;АРХАНГЕЛЬСКАЯ ОБЛ., ПРИМОРСКИЙ Р-Н, П/O ПEPTOMИHCK, ГИДPOMETCTAHЦИЯ УHCKИЙ MAЯK;129;23.08.1929;C 1968 MГ-II-17Е, C 1.12.75 MГ-II-14Д5BГ7E;;не закрыто
